name,published_at,abstract,publisher,company_publisher,creator,category,web_publisher,link_publisher
Prediksi Harga Cabai Rawit di Kota Malang Menggunakan Algoritme Extreme Learning Machine (ELM), 10 Jul 2019,"Cayenne is a commodity for food that cannot be separated from the daily needs of people in Indonesia. Cayenne for the people in Malang City is consumed to maintain metabolism and body temperature to keep warm and vitamin C which can help maintain the health of the human body. Prices of cayenne in Malang City always fluctuate changes every day. Fluctuation changes that make the price of cayenne are difficult to predict well. In addition, the prices given by traders are always varied, cayenne pepper is also one of the contributing commodities of inflation and prevents the difference in prices obtained by consumers and farmers so that they are not harmed by each other. Therefore, it is necessary to predict the price of cayenne in Malang so that consumers and the government can take preventive measures against the existing problems. The prediction process is divided into several process including pre-processing, normalization of data, predictions using the Extreme Learning Machine algorithm, and the results of errors with MAPE. Based on the results of testing using cayenne price data from January 1, 2017 to December 31, 2018 in Malang City, the smallest MAPE value was 2.087% with 2 features, the number of neurons in the hidden layer was 5, the percentage of training data and testing data 90%:10%, and the activation function is Binary Sigmoid.",Jurnal Pengembangan Teknologi Informasi dan Ilmu Komputer,Universitas Brawijaya,Galih Ariwanda,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://j-ptiik.ub.ac.id/index.php/j-ptiik,https://garuda.kemdikbud.go.id/publisher/view/28
Peramalan Harga Cabai Merah Besar Wilayah Jawa Timur Menggunakan Metode Extreme Learning Machine, 15 Jul 2019,"In fulfilling economic needs in Indonesia the agricultural commodity sector has a very important role. Due to agricultural commodities are the livelihoods and basic consumption of the people in Indonesia. Daily people's needs cannot be separated from agricultural commodities, one of which is large red chili. This is due to the level of consumption of large red chili used for kitchen spices and the ingredients are quite high. Therefore large red chili which is included in agricultural commodities can be categorized as the primary food needs in people's lives. The prices of large red chili which are erratic and tend to rise can cause losses to the state and society. To overcome this problem, one solution is to forecast prices that can be used to predict the possibility of chili price increases quickly and accurately. This study aims to forecast the price of large red chili using the ELM method. Based on the results of the implementation and analysis that has been carried out using the data of large red chili prices from July 18, 2016 to December 28, 2018 the smallest error was obtained using Mean Absolute Error (MAPE) of 3 % using 2 feature, the number of neurons as many as 3 and the range of weight values â€‹â€‹[-1,8, 1,8].",Jurnal Pengembangan Teknologi Informasi dan Ilmu Komputer,Universitas Brawijaya,Pindo Bagus Adiatmaja,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://j-ptiik.ub.ac.id/index.php/j-ptiik,https://garuda.kemdikbud.go.id/publisher/view/28
Seleksi Atribut Pada Metode Support Vector Machine Untuk Menentukan Kelulusan Mahasiswa E-Learning, 01 Apr 2016,"Abstract - Learning is a system of web-based communication platform that enables learners, without limitation of time and place, to access a variety of learning tools, such as discussion forums, ratings, content repositories, and document sharing systems. E-Learning can be just as effective as face-to-face in a conventional classroom teaching and learning, if proper teaching techniques and well-organized (Oztekin et al. 2013). Based on the data processing that has been done by comparing the Naive Bayes algorithm, Neural Network, Decision Tree and Machine Support Vector Machine using log data from students. Later in the tests to get the accuracy and AUC values of each algorithm so that the highest test results obtained by using support vector machine. Keywords: Data Mining, E-Learning, Support Vector Machine.   Abstrak - Learning adalah sistem platform komunikasi berbasis web yang memungkinkan peserta didik, tanpa batasan waktu dan tempat, untuk mengakses berbagai alat pembelajaran, seperti forum diskusi, penilaian, repositori konten, dan sistem sharing dokumen. E-Learning bisa sama efektifnya dengan tatap muka dalam pengajaran di kelas konvensional dan belajar, jika teknik mengajar yang tepat dan terorganisir dengan baik (Oztekin et al. 2013). Berdasarkan pengolahan data yang telah dilakukan dengan membandingkan algoritma Naive Bayes, Neural Network, Decision Tree dan Mesin Support Vector Machine menggunakan data log dari siswa. Kemudian di tes untuk mendapatkan akurasi dan AUC nilai masing-masing algoritma sehingga hasil tes tertinggi diperoleh dengan menggunakan mesin dukungan vektor. Kata kunci: Data Mining, E-Learning, Support Vector Machine.  ",EVOLUSI : Jurnal Sains dan Manajemen,Universitas Bina Sarana Informatika,Rizqi Agung Permana - STMIK Antar Bangsa,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://ejournal.bsi.ac.id/ejurnal/index.php/evolusi,https://garuda.kemdikbud.go.id/publisher/view/625
Satellite imagery and machine learning for aridity disaster classification using vegetation indices, 01 Jun 2020,"Central Java Province is one of provinces in Indonesia that has a high aridity risk index. Aridity disaster risk monitoring and detection can be done more accurately in larger areas and with lower costs if the vegetation index is extracted from the remote sensing imagery. This study aims to provide accurate aridity risk index information using spectral vegetation index data obtained from LANDSAT 8 OLI satellite. The classification of drought risk areas was carried out using k-nn with the Spatial Autocorrelation method. The spectral vegetation indices used in the study are NDVI, SAVI, VHI, TCI and VCI. The results show a positive correlation and trend between the spectral vegetation index influenced by seasonal dynamics and the characteristics of the High R.A. and Middle R.A. drought risk areas. The highest correlation coefficient is SAVI with a High R.A. amounted to 0.967 and Middle R.A. amounted to 0.951. The results of the Kappa accuracy test comparison show that SVM and k-nn have the same accuracy of 88.30. The result of spatial prediction using the IDW method shows that spectral vegetation index data that initially as an outlier, using the k-nn method, the spectral vegetation index data can be identified as data in the aridity classification. The spatial connectivity test among sub-districts that experience drought was done using Moran’s I Analysis.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,Sri Yulianto Joko Prasetyo,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
Performance evaluation of Map-reduce jar pig hive and spark with machine learning using big data, 01 Aug 2020,"Big data is the biggest challenges as we need huge processing power system and good algorithms to make an decision. We need Hadoop environment with pig hive, machine learning and hadoopecosystem components. The data comes from industries. Many devices around us and sensor, and from social media sites. According to McKinsey There will be a shortage of 15000000 big data professionals by the end of 2020. There are lots of technologies to solve the problem of big data Storage and processing. Such technologies are Apache Hadoop, Apache Spark, Apache Kafka, and many more. Here we analyse the processing speed for the 4GB data on cloudx lab with Hadoop mapreduce with varing mappers and reducers and with pig script and Hive querries and spark environment along with machine learning technology and from the results we can say that machine learning with Hadoop will enhance the processing performance along with with spark, and also we can say that spark is better than Hadoop mapreduce pig and hive, spark with hive and machine learning will be the best performance enhanced compared with pig and hive, Hadoop mapreduce jar.",International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science,Santosh Jankatti,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://ijece.iaescore.com/index.php/IJECE,https://garuda.kemdikbud.go.id/publisher/view/6
Prototipe Machine Learning Untuk Prognosis Penyakit Demensia (The Prototype of Machine Learning for The Prognosis of Dementia), 12 Jul 2019,"Alzheimer’s Disease International memperkirakan bahwa jumlah penderita demensia di Indonesia akan meningkat menjadi 2 juta jiwa lebih pada tahun 2030. Kerugian yang diderita oleh Indonesia akibat demensia diproyeksikan mencapai US $ 1,7 miliar per tahun. Ini disebabkan adanya penurunan fungsi kognitif dan aktivitas sosial yang dialami oleh penderita demensia. Akibatnya, muncullah masalah kesehatan masyarakat yang berdampak pada bertambahnya biaya kesehatan. Untuk mengatasi masalah ini, perlu dilakukan penanganan yang tepat. Pengembangan alat bantu prognosis demensia dapat membantu proses tata laksana perawatan dengan lebih tepat. Penelitian ini mengembangkan prototipe machine learning untuk prognosis penyakit demensia menggunakan metode forward chaining. Hasil pengujian memperlihatkan nilai akurasi sebesar 100% yang menyatakan bahwa prognosis sudah sesuai dengan ketentuan pakar.",Jurnal IPTEK-KOM (Jurnal Ilmu Pengetahuan dan Teknologi Komunikasi),Kementerian Komunikasi dan Informatika,Rifqi Hammad,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://jurnal.kominfo.go.id/index.php/iptekkom,https://garuda.kemdikbud.go.id/publisher/view/247
Contextual Learning by Local Wisdom to Improve The Understanding of Simple Machine Concept, 12 May 2019,"This study aims to describe the application of contextual approaches learning (CTL) by local wisdom toward the understanding of students on the concepts of simple machine subject. The research method applied in this study was Mixed Methods with the sequential explanatory design. The first stage of the quantitative method was done to obtain data on the improvement of the understanding of concepts; the second stage of qualitative methods was to support the quantitative data. The sample taken for this study was the fifth-grade students of SDN 3 Troso, with some 30 students and the fifth-grade students of SDN 4 Troso, with some 32 students. The data collection techniques used in this study tested techniques in the form of multiple choice questions and non-test techniques consisting of interviews, and documentation. The results of the analysis of gain test on the understanding concept showed an increase in the experimental class which was categorized as moderate at 0.45, meanwhile, the control class was in the low category at 0.28.",JURNAL PROFESI KEGURUAN,Universitas Negeri Semarang,"Triyani, Esti","<a class=""ui tag label grey mini"" href=""/area/index/97"">Education</a>",https://journal.unnes.ac.id/nju/index.php/jpk,https://garuda.kemdikbud.go.id/publisher/view/18
Extreme Learning Machine Weight Optimization using Particle Swarm Optimization to Identify Sugar Cane Disease, 30 Sep 2019,"Sugar cane disease is a major factor in reducing sugar cane yields. The low intensity of experts to go into the field to check the condition of sugar cane causes the handling of sugarcane disease tends to be slow. This problem can be solved by instilling expert intelligence on sugar cane into an expert system. In this study the method of classification of sugar cane disease was proposed using Extreme Learning Machine (ELM). However, ELM alone is not enough to classify multilabel and multiclass disease case data in this study. Therefore, it is proposed to optimize the weight of hidden neurons in ELM using Particle Swarm Optimization (PSO). The experimental results show that the classification using ELM alone can reach an accuracy rate of 71%. After the weight of hidden neurons from ELM was optimized, the accuracy rate became 79.92% or an increase of 8.92%.",Journal of Information Technology and Computer Science,Universitas Brawijaya,Mukhammad Wildan Alauddin,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://jitecs.ub.ac.id/index.php/jitecs,https://garuda.kemdikbud.go.id/publisher/view/28
MACHINE LEARNING PREDIKSI KEBANGKRUTAN MENGGUNAKAN ALTMAN Z-SCORE, 26 Aug 2019,"AbstrakIndustri manufaktur adalah salah satu industry yang sangat memperhatikan secara khusus analisis laporan keungan, oleh karena, manajemen harus mempunyai model prediksi kebangkrutan sebagai peringatan dini sehingga bisa mengantisipasi kondisi perusahaan agar dalam keadaan sehat. Machine learning yang mempunyai kemampuan belajar dari data masa lalu sert menghasilkan solusi yang optimalÂ  dengan pendekatan pengenalan pola, akan digunakan dalam kajian ini. Algoritma Principle component analysi-based anomaly detection (PCA-BAD), Multiclass neural network dan Algoritma Perceptron akan digunakan untuk memecahkan masalah. Model yang dihasilkan diuji untuk memperoleh akurasi dan nilai-nilai AUC dari masing-masing algoritma. NilaiÂ  akurasi PCA-BAD nilai accuracy 53% dan nilai AUC adalah 92%. Sementara Multiclass Neural NetworkÂ  dengan threshold 1% nilaiÂ  Acuracy 100 % dan AUC 100%, sedangkan algoritma Perceptron Acuracy 100% dan AUC 100% Dengan demikian dapat disimpulkan bahwa model yang diusulkan adalah algoritma multiclass neural network.Kata Kunci : Kebangkrutan, Machine learning, PrediksiAbstractManufacturing Industry is one industry that is very concerned about financial statement analysis, therefore, management must have a bankruptcy prediction model as an initial publication that can promote the condition of the company to suit a healthy state. Machine learning that has the ability to learn from past data and produces optimal solutions by obtaining pattern recognition, will be used in this study. The main components of the analysis-based anomaly detection (PCA-BAD) algorithm, the Multiclass neural network and the Perceptron Algorithm will be used to solve the problem. The resulting model appreciates the accuracy and AUC values of each algorithm. The value of PCA-BAD accuracy is 53% and the AUC value is 92%. While the Multiclass Neural Network with a threshold of 1% Acuracy value 100% and AUC 100%, while the Perceptron Acuracy algorithm 100% and AUC 100% Thus it can be denied that the model used is a multiclass neural networkKeywords: Bankruptcy, machine learning, predictionManufakturÂ Â ",Buffer Informatika,Universitas Kuningan,"siswoyo, bambang","<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://journal.uniku.ac.id/index.php/buffer,https://garuda.kemdikbud.go.id/publisher/view/344
Creating a Business Value while Transforming Data Assets using Machine Learning, 12 Jun 2017,"Machine learning enables computers to learn from large amounts of data without specific programming. Besides its commercial application, companies are starting to recognize machine learning importance and possibilities in order to transform their data assets into business value. This study explores integration of machine learning into business core processes, while enabling predictive analytics that can increase business values and provide competitive advantage. It proposes machine learning algorithm based on regression analysis for a business solution in large enterprise company in Macedonia, while predicting real-value outcome from a given array of business inputs. The results show that most of the machine learning predictive values for the desired process output deviated from 0 to 15% of actual employees' decision. Hence, it verifies the appropriateness of the chosen approach, with predictive accuracy that can be meaningful in practice. As a machine learning case study in business context, it contains valuable information that can help companies understand the significance of machine learningÂ for enterprise computing. It also points out some potential pitfalls of machine learning misuse.",Computer Engineering and Applications Journal,Universitas Sriwijaya,Ivana Dimitrovska,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://comengapp.unsri.ac.id/index.php/comengapp,https://garuda.kemdikbud.go.id/publisher/view/10
Automatic Extraction Of Malay Compound Nouns Using A Hybrid Of Statistical And Machine Learning Methods, 01 Jun 2016,"Identifying of compound nouns is important for a wide spectrum of applications in the field of natural language processing such as machine translation and information retrieval. Extraction of compound nouns requires deep or shallow syntactic preprocessing tools and large corpora. This paper investigates several methods for extracting Noun compounds from Malay text corpora. First, we present the empirical results of sixteen statistical association measures of Malay  compound nouns extraction. Second, we introduce the possibility of integrating multiple association measures. Third, this work also provides a standard dataset intended to provide a common platform for evaluating research on the identification compound Nouns in Malay language. The standard data set contains 7,235 unique N-N candidates, 2,970 of them are N-N compound nouns collocations. The extraction algorithms are evaluated against this reference data set. The experimental results  demonstrate that a group of association measures (T-test , Piatersky-Shapiro (PS) , C_value, FGM and  rank combination method) are the best association measure and outperforms the other association measures for  collocations in the Malay  corpus. Finally, we describe several classification methods for combining association measures scores of the basic measures, followed by their evaluation. Evaluation results show that classification algorithms significantly outperform individual association measures. Experimental results obtained are quite satisfactory in terms of the Precision, Recall and F-score.",International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science,Muneer A. S. Hazaa,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://ijece.iaescore.com/index.php/IJECE,https://garuda.kemdikbud.go.id/publisher/view/6
Indonesian online travel agent sentiment analysis using machine learning methods, 01 Apr 2019,"Many companies use social media to support their business activities. Three leading online travel agent such as Traveloka, Tiket.com, and Agoda use Facebook for supporting their business as customer service tool. This study is to measure customer satisfaction of Traveloka, Tiket.com, and Agoda by analyzing Facebook posts and comments data from their fan pages. That data will be analyzed with three machine learning algorithms such as K-Nearest Neighbors (KNN), Naïve Bayes, and Support Vector Machine (SVM) to determine the sentiment.  From the classification results, data will be selected with the highest f-score to be used to calculate the Net Sentiment Score used to measure customer satisfaction. The result shows that KNN result better than Naive Bayes and SVM based on f-score. Based on Net Sentiment Score shows companies that get the highest satisfaction value of Traveloka followed by Tiket.com and Agoda",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Abimanyu Dharma Poernomo,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Comparative Performance of Machine Learning Algorithms for Cryptocurrency Forecasting, 01 Sep 2018,"Machine Learning is part of Artificial Intelligence that has the ability to make future forecastings based on the previous experience. Methods has been proposed to construct models including machine learning algorithms such as Neural Networks (NN), Support Vector Machines (SVM) and Deep Learning. This paper presents a comparative performance of Machine Learning algorithms for cryptocurrency forecasting. Specifically, this paper concentrates on forecasting of time series data. SVM has several advantages over the other models in forecasting, and previous research revealed that SVM provides a result that is almost or close to actual result yet also improve the accuracy of the result itself. However, recent research has showed that due to small range of samples and data manipulation by inadequate evidence and professional analyzers, overall status and accuracy rate of the forecasting needs to be improved in further studies. Thus, advanced research on the accuracy rate of the forecasted price has to be done.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Nor Azizah Hitam,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
A comprehensive study on disease risk predictions in machine learning, 01 Aug 2020,"Over recent years, multiple disease risk prediction models have been developed. These models use various patient characteristics to estimate the probability of outcomes over a certain period of time and hold the potential to improve decision making and individualize care. Discovering hidden patterns and interactions from medical databases with growing evaluation of the disease prediction model has become crucial. It needs many trials in traditional clinical findings that could complicate disease prediction. Comprehensive survey on different strategies used to predict disease is conferred in this paper. Applying these techniques to healthcare data, has improvement of risk prediction models to find out the patients who would get benefit from disease management programs to reduce hospital readmission and healthcare cost, but the results of these endeavours have been shifted.",International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science,G. Saranya,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://ijece.iaescore.com/index.php/IJECE,https://garuda.kemdikbud.go.id/publisher/view/6
Machine Learning to Design Full-reference Image Quality Assessment Algorithm, 01 Jun 2013,"A crucial step in image compression is the evaluation of its performance, and more precisely, available ways to measure the quality of compressed images. In this paper, based on a learned classiﬁcation process in order to respect human observers， a method namely Machine Learning-based Image Quality Measure (MLIQM) is proposed，which classiﬁes the quality using multi-Support Vector Machine (SVM) classiﬁcation according to the quality scale recommended by the ITU. Then, the classiﬁcation process is performed to provide the ﬁnal quality class of the considered image. Finally, once a quality class is associated to the considered image, a speciﬁc SVM regression is performed to score its quality. Obtained results are compared with the one obtained applying classical Full-Reference Image Quality Assessment (FR-IQA) algorithms to judge the efﬁciency of the proposed method. DOI: http://dx.doi.org/10.11591/telkomnika.v11i6.2716",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Wang Yu Ling,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Towards machine learning-based self-tuning of Hadoop-Spark system, 01 Aug 2019,"Apache Spark is an open source distributed platform which uses the concept of distributed memory for processing big data. Spark has more than 180 predominant configuration parameter. Configuration settings directly control the efficiency of Apache spark while processing big data, to get the best outcome yet a challenging task as it has many configuration parameters.  Currently, these predominant parameters are tuned manually by trial and error. To overcome this manual tuning problem in this paper proposed and developed a self-tuning approach using machine learning. This approach can tune the parameter value when it’s required. The approach was implemented on Dell server and experiment was done on five different sizes of the dataset and parameter. A comparison is provided to highlight the experimented result of the proposed approach with default Spark configuration system. The results demonstrate that the execution is speeded-up by about 33% (on an average) compared to the default configuration.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Md. Armanur Rahman,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Jatropha Curcas Disease Identification With Extreme Learning Machine, 01 Nov 2018,"Jatropha is a plant that has many functions, but this plant can be attacked by various diseases. Expert systems can be applied in identifying so that can help both farmers and extension workers to identify the disease. one of method that can be used is Extreme Learning Machine. Extreme Learning Machine is a method of learning in Neural Network which has a one-time iteration concept in each process. In this study get a maximum accuracy of 66.67% with an average accuracy of 60.61%. This proves the identification using Extreme Learning Machine is better than the comparison method that has been done before.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Triando Hamonangan Saragih,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Machine Learning Based Automotive Forensic Analysis for Mobile Applications Using Data Mining, 01 Nov 2015,"Phone is a device which provides communication between the people through voice, text, video etc. Now a day’s people may leave without food but not without using phones. No of operating systems are working with various versions and various security issues are working. Security is very important task in Mobiles and mobile apps. To improve the security status of mobiles, existing methodology is using cloud computing and data mining. Out traditional method is named as MobSafe to identify the mobile apps antagonism or graciousness. In the proposed system, we adopt Android Security Evaluation Framework (ASEF) and Static Android Analysis Framework (SAAF).In this paper, our proposed system works on machine learning to conduct automotive forensic analysis of mobile apps based on the generated multifaceted data in this stage.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,MD. Hussain Khan,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
The dynamics of traffic congestion: a specific look into malaysian scenario and the plausible solutions to eradicate it using machine learning, 01 Aug 2019,"Transportation has been considered as the backbone of the economy for the past many years. Unfortunately, since few years due to the uncontrolled urbanization and inadequate planning, countries are facing problem of congestion. The congestion is hindering the economic growth and also causing environmental issues. This has caused serious concerns among the major economies of the world, especially in Asia-Pacific region. Many countries are playing an active role in eradicating this problem and some have been quite successful so far. Malaysia, being a major ASEAN economy is also tackling with this huge problem. The authorities are committed to solve the issue. In this regard, solving the issue leveraging the use of big data analytics has become crucial. The authorities can form a complete robust framework based on big data analytics and decision making process to solve the issue effectively. The work focuses and observes the traffic data samples and analyzes the accuracy of machine learning algorithms, which helps in decision making. Yet, here is a lot to be done if the government needs to solve the problem effectively. Supposedly, a comprehensive big data transport framework leveraging machine learning, is one way to solve the issue.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,M. Ali,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Corona fault detection in switchgear with extreme learning machine, 01 Apr 2020,"Switchgear is a very important component in a power distribution line. Failure in a switchgear can lead to catastrophic danger and losses. In this research, a fault detection system is proposed with the implementation of Extreme Learning Machine (ELM). This algorithm is capable to identify faults in a switchgear by analyzing the sound wave generated. Experiments are carried out to investigate the performance of the developed algorithm in identifying Corona faults in switchgears. The performances are analyzed in time and frequency domains, respectively. In time domain analysis, the results show 90.63%, 87.5%, and 87.5% of success rates in differentiating the Corona and non-Corona cases in training, validation and testing phases respectively. In frequency domain analysis, the results show 89.84%, 83.33%, and 87.5% success rates in training, validation and testing phases respectively. It can thus be concluded that the developed algorithm performed well in identifying Corona faults in switchgears.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,Sanuri Ishak,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
Motor imagery classification in Brain computer interface (BCI) based on EEG signal by using machine learning technique, 01 Mar 2019,"This paper focuses on classification of motor imagery in Brain Computer Interface (BCI) by using classifiers from machine learning technique. The BCI system consists of two main steps which are feature extraction and classification. The Fast Fourier Transform (FFT) features is extracted from the electroencephalography (EEG) signals to transform the signals into frequency domain. Due to the high dimensionality of data resulting from the feature extraction stage, the Linear Discriminant Analysis (LDA) is used to minimize the number of dimension by finding the feature subspace that optimizes class separability. Five classifiers: Support Vector Machine (SVM), K-Nearest Neighbors (KNN), Naïve Bayes, Decision Tree and Logistic Regression are used in the study. The performance was tested by using Dataset 1 from BCI Competition IV which consists of imaginary hand and foot movement EEG data. As a result, SVM, Logistic Regression and Naïve Bayes classifier achieved the highest accuracy with 89.09% in AUC measurement.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,N. E. Md Isa,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
A general framework for improving electrocardiography monitoring system with machine learning, 01 Mar 2019,"As one of the most important health monitoring systems, electrocardiography (ECG) is used to obtain information about the structure and functions of the human heart for detecting and preventing cardiovascular disease. Given its important role, it is vital that the ECG monitoring system provides relevant and accurate information about the heart. Over the years, numerous attempts were made to design and develop more effective ECG monitoring system. Nonetheless, the literature reveals not only several limitations in conventional ECG monitoring system but also emphasizes on the need to adopt new technology such as machine learning to improve the monitoring system as well as its medical applications. This paper reviews previous works on machine learning to explain its key features, capabilities as well as presents a general framework for improving ECG monitoring system.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,A. M. Khairuddin,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
Effective and efficient network anomaly detection system using machine learning algorithm, 01 Jun 2019,"Network anomaly detection system enables to monitor computer network that behaves differently from the network protocol and it is many implemented in various domains. Yet, the problem arises where different application domains have different defining anomalies in their environment. These make a difficulty to choose the best algorithms that suit and fulfill the requirements of certain domains and it is not straightforward. Additionally, the issue of centralization that cause fatal destruction of network system when powerful malicious code injects in the system. Therefore, in this paper we want to conduct experiment using supervised Machine Learning (ML) for network anomaly detection system that low communication cost and network bandwidth minimized by using UNSW-NB15 dataset to compare their performance in term of their accuracy (effective) and processing time (efficient) for a classifier to build a model. Supervised machine learning taking account the important features by labelling it from the datasets. The best machine learning algorithm for network dataset is AODE with a comparable accuracy is 97.26% and time taken approximately 7 seconds. Also, distributed algorithm solves the issue of centralization with the accuracy and processing time still a considerable compared to a centralized algorithm even though a little drop of the accuracy and a bit longer time needed.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,Mukrimah Nawir,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
Comparison of malware detection techniques using machine learning algorithm, 01 Oct 2019,"Currently, the volume of malware grows faster each year and poses a thoughtful global security threat. The number of malware developed increases as computers became interconnected, at an alarming rate in the 1990s. This scenario resulted the increment of malware. It also caused many protections are built to fight the malware. Unfortunately, the current technology is no longer effective to handle more advanced malware. Malware authors have created them to become more difficult to be evaded from anti-virus detection. In the current research, Machine Learning (ML) algorithm techniques became more popular to the researchers to analyze malware detection. In this paper, researchers proposed a defense system which uses three ML algorithm techniques comparison and select them based on the high accuracy malware detection. The result indicates that Decision Tree algorithm is the best detection accuracy compares to others classifier with 99% and 0.021% False Positive Rate (FPR) on a relatively small dataset.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Nur Syuhada Selamat,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Review of the machine learning methods in the classification of phishing attack, 01 Dec 2019,"The development of computer networks today has increased rapidly. This can be seen based on the trend of computer users around the world, whereby they need to connect their computer to the Internet. This shows that the use of Internet networks is very important, whether for work purposes or access to social media accounts. However, in widely using this computer network, the privacy of computer users is in danger, especially for computer users who do not install security systems in their computer. This problem will allow hackers to hack and commit network attacks. This is very dangerous, especially for Internet users because hackers can steal confidential information such as bank login account or social media login account. The attacks that can be made include phishing attacks. The goal of this study is to review the types of phishing attacks and current methods used in preventing them. Based on the literature, the machine learning method is widely used to prevent phishing attacks. There are several algorithms that can be used in the machine learning method to prevent these attacks. This study focused on an algorithm that was thoroughly made and the methods in implementing this algorithm are discussed in detail.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,John Arthur Jupin,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
Development of vocabulary learning application by using machine learning technique, 01 Feb 2020,"Nowadays an educational mobile application has been widely accepted and opened new windows of opportunity to explore. With its flexibility and practicality, the mobile application can promote learning through playing with an interactive environment especially to the children. This paper describes the development of mobile learning to help children above 4 years old in learning English and Arabic language in a playful and fun way. The application is developed with a combination of Android Studio and the machine learning technique, TensorFlow object detection API in order to predict the output result. Developed application namely “LearnWithIman” has successfully been implemented and the results show the prediction of application is accurate based on the captured image with the list item. The inclusion of the user database for lesson tracking and new lesson will be added for improvement in the future.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,Noor Mohd Ariff Brahin,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
